Whole Person Physiome Table for Urinary System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Brenner & Rector’s The Kidney, 11th Edition (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,9/23/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.).",,,,"Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","List anatomical structures involved in the physiological function as a hierarchy, starting with an organ in Structure/1, part of an organ in Structure/2, and smaller sub-parts in subsequent columns. Add more columns if needed. For the LABEL and ID columns, use UBERON if possible or FMA as an alternative ontology.",,,,,,,,,,,,,,,,,,,,,,,,OPTIONAL: Cell (with ID if possible) to specify certain tissues or cell types within the anatomical structure,,,,,,"OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"DO NOT FILL THIS OUT YET. These columns will list body states or conditions that change the physiological process. (e.g., ""fed"", ""fasted"")",,"DO NOT FILL THIS OUT YET. These columns will indicate the changes that occur during the corresponding body states. (e.g., ""increase"", ""decrease"")",,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,Process triple,Process Logic,Process Logic,TimeScale,Structure/1,Structure/1/LABEL,Structure/1/ID,Structure/2,Structure/2/LABEL,Structure/2/ID,Structure/3,Structure/3/LABEL,Structure/3/ID,Structure/4,Structure/4/LABEL,Structure/4/ID,Structure/5,Structure/5/LABEL,Structure/5/ID,Structure/6,Structure/6/LABEL,Structure/6/ID,Structure/7,Structure/7/LABEL,Structure/7/ID,Structure/8,Structure/8/LABEL,Structure/8/ID,Cell/1,Cell/1/LABEL,Cell/1/ID,Cell/2,Cell/2/LABEL,Cell/2/ID,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,State/1,State/2,Regulation/1,Regulation/2,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
urinary system,renal system process,GO:0003014,Homeostasis,homeostatic process,GO:0042592,Acid–base,renal absorption,GO:0070293,Bicarbonate reabsorption,bicarbonate transport,GO:0015701,,,,,,,,,,,,,"~80% PT, 15% TALH, 5% CD; role of CA",Filtered HCO₃⁻ reclaimed via luminal CA reaction and basolateral transport,Lumina Tubular epithelial cell catalyzes filtered HCO₃⁻ into CO2,Luminal CA activity ↑→ CO₂ formation ↑→ HCO₃⁻ reabsorption ↑,Luminal CA activity ↓ → CO₂ formation ↓ → HCO₃⁻ reabsorption ↓,hours,Kidney,kidney,UBERON:0002113,Nephron,nephron,UBERON:0001285,Proximal tubule,renal cortex tubule,UBERON:0006853,TALH,thick ascending limb of loop of Henle,UBERON:0001291,Collecting duct,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,Kidney epithelial cell,kidney epithelial cell,CL:0002518,,,,Plasma HCO₃⁻ (mEq/L),,,Urinary HCO₃⁻,,,Blood pH,,,,,,Respiratory (CO₂),,,RAAS (Ang II ↑ NHE3),,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,"18, 21",,,,,,,,,
urinary system,renal system process,GO:0003014,Homeostasis,homeostatic process,GO:0042592,Acid–base,renal absorption,GO:0070293,Bicarbonate reabsorption,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,,Basolateral NBCe1 (Na⁺/HCO₃⁻ cotransporter) increases plasma HCO₃⁻ (reclamation),NBCe1 activity ↑→ HCO₃⁻ export ↑→ blood HCO₃⁻ ↑,NBCe1 activity ↓ → HCO₃⁻ export ↓ → blood HCO₃⁻ ↓,hours,Kidney,kidney,UBERON:0002113,Nephron,nephron,UBERON:0001285,Proximal tubule,renal cortex tubule,UBERON:0006853,TALH,thick ascending limb of loop of Henle,UBERON:0001291,Collecting duct,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,Kidney epithelial cell,kidney epithelial cell,CL:0002518,,,,Plasma HCO₃⁻ (mEq/L),,,Urinary HCO₃⁻,,,Blood pH,,,,,,Respiratory (CO₂),,,RAAS (Ang II ↑ NHE3),,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,"18, 21",,,,,,,,,
urinary system,renal system process,GO:0003014,Homeostasis,homeostatic process,GO:0042592,Acid–base,renal absorption,GO:0070293,Bicarbonate reabsorption,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,,Intracellular CA enzyme regenerates intracellular HCO₃⁻,Intracellular CA activity ↑→ HCO₃⁻ regeneration ↑→ maintains acid-base balance,Intracellular CA activity ↓ → HCO₃⁻ regeneration ↓ → acid-base balance disrupted,hours,Kidney,kidney,UBERON:0002113,Nephron,nephron,UBERON:0001285,Proximal tubule,renal cortex tubule,UBERON:0006853,TALH,thick ascending limb of loop of Henle,UBERON:0001291,Collecting duct,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,Kidney epithelial cell,kidney epithelial cell,CL:0002518,,,,Plasma HCO₃⁻ (mEq/L),,,Urinary HCO₃⁻,,,Blood pH,,,,,,Respiratory (CO₂),,,RAAS (Ang II ↑ NHE3),,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,"18, 21",,,,,,,,,
urinary system,renal system process,GO:0003014,Homeostasis,homeostatic process,GO:0042592,Acid–base,renal absorption,GO:0070293,H⁺ secretion & HCO₃⁻ secretion,,,,,,,,,,,,,,,Urine pH floor ~4.4; TA & NH₄⁺ pathways,"α-IC: H⁺ secretion (H⁺-ATPase, H⁺/K⁺-ATPase); β-IC: HCO₃⁻ secretion","α-IC, secretes, H⁺；H⁺-ATPase, transports, H⁺； H⁺/K⁺-ATPase, exchanges, H⁺ and K⁺",α-IC activation ↑ → H⁺ secretion ↑ → H⁺-ATPase activity ↑ & H⁺/K⁺-ATPase exchange ↑ → urinary acidification ↑,α-IC inhibition ↑ → H⁺ secretion ↓ → H⁺-ATPase activity ↓ & H⁺/K⁺-ATPase exchange ↓ → urinary acidification ↓,hours,Kidney,kidney,UBERON:0002113,Nephron,nephron,UBERON:0001285,Collecting duct,kidney collecting duct epithelium,UBERON:0014388,,,,,,,α-intercalated cells,kidney collecting duct epithelial cell,CL:1000454,,,,Urinary pH,,,Titratable acidity (mmol/d),,,Ammonium excretion (mmol/d),,,,,,Respiratory (CO₂),,,Phosphate buffer,,,,,,Respiratory (CO₂),,,Phosphate buffer,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,
urinary system,renal system process,GO:0003014,Homeostasis,homeostatic process,GO:0042592,Acid–base,renal absorption,GO:0070293,H⁺ secretion & HCO₃⁻ secretion,,,,,,,,,,,,,,,,,"β-IC, secretes, HCO₃⁻",β-IC activation ↑ → HCO₃⁻ secretion ↑ → luminal alkalinization ↑,β-IC inhibition ↑ → HCO₃⁻ secretion ↓ → luminal alkalinization ↓,hours,Kidney,kidney,UBERON:0002113,Nephron,nephron,UBERON:0001285,Collecting duct,kidney collecting duct epithelium,UBERON:0014388,,,,,,,β-intercalated cells,kidney collecting duct epithelial cell,CL:1000454,,,,Urinary pH,,,Titratable acidity (mmol/d),,,Ammonium excretion (mmol/d),,,,,,Respiratory (CO₂),,,Phosphate buffer,,,,,,Respiratory (CO₂),,,Phosphate buffer,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,
urinary system,renal system process,GO:0003014,Homeostasis,homeostatic process,GO:0042592,Acid–base,renal absorption,GO:0070293,Phosphate buffering,,,Titratable acid,,,,,,,,,,,,Key titratable acid pathway,H⁺ binds filtered HPO₄²⁻ → H₂PO₄⁻,"H⁺ + HPO₄²⁻, forms, H₂PO₄⁻",H⁺ secretion ↓ → H⁺ binding to HPO₄²⁻ ↓ → H₂PO₄⁻ formation ↓ → titratable acid excretion ↓ → urinary acid buffering capacity ↓,,hours,Kidney,kidney,UBERON:0002113,Nephron,nephron,UBERON:0001285,CD,kidney collecting duct epithelium,UBERON:0014388,Lumen,,,,,,kidney collecting duct epithelial cell,kidney collecting duct epithelial cell,CL:0002518,,,,Urinary phosphate,,,Titratable acidity,,,Urine pH,,,,,,Acid secretion,,,Bone phosphate stores,,,,,,Acid secretion,,,Bone phosphate stores,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,
urinary system,renal system process,GO:0003014,Homeostasis,homeostatic process,GO:0042592,Acid–base,renal absorption,GO:0070293,Ammoniagenesis,regulation of ammonia assimilation cycle,GO:2001248,,,,,,,,,,,,,Main adaptive response to acidosis,Glutamine metabolism in PT generates NH₄⁺ and new HCO₃⁻,Glutamine metabolism in PT – generates – NH₄⁺,Glutamine metabolism in PT ↑ → NH₄⁺ ↑ & new HCO₃⁻ ↑,Glutamine metabolism in PT ↓ → NH₄⁺ ↓ & new HCO₃⁻ ↓,hours–days,Kidney,kidney,UBERON:0002113,Nephron,nephron,UBERON:0001285,Proximal tubule,renal cortex tubule,UBERON:0006853,,,,,,,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,kidney proximal straight tubule epithelial cell,CL:1000839,Urinary NH₄⁺,,,Urinary net acid excretion,,,Plasma bicarbonate,,,,,,Acid–base,,,Resp compensation,,,,,,Acid–base,,,Resp compensation,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,
urinary system,renal system process,GO:0003014,Homeostasis,homeostatic process,GO:0042592,Acid–base,renal absorption,GO:0070293,Ammoniagenesis,regulation of ammonia assimilation cycle,GO:2001248,,,,,,,,,,,,,,,Glutamine metabolism in PT – generates – new HCO₃⁻,Glutamine metabolism in PT ↑ → NH₄⁺ ↑ & new HCO₃⁻ ↑,Glutamine metabolism in PT ↓ → NH₄⁺ ↓ & new HCO₃⁻ ↓,hours–days,Kidney,kidney,UBERON:0002113,Nephron,nephron,UBERON:0001285,Proximal tubule,renal cortex tubule,UBERON:0006853,,,,,,,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,kidney proximal straight tubule epithelial cell,CL:1000839,Urinary NH₄⁺,,,Urinary net acid excretion,,,Plasma bicarbonate,,,,,,Acid–base,,,Resp compensation,,,,,,Acid–base,,,Resp compensation,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,
urinary system,renal system process,GO:0003014,Homeostasis,homeostatic process,GO:0042592,Acid–base,renal absorption,GO:0070293,Bicarbonate regeneration,,,,,,,,,,,,,,,New bicarbonate formation,New HCO₃⁻ generated via NH₄⁺ excretion,NH₄⁺ excretion – generates – New HCO₃⁻,NH₄⁺ excretion ↑ → New HCO₃⁻ ↑,NH₄⁺ excretion ↓ → New HCO₃⁻ ↓,hours–days,Kidney,kidney,UBERON:0002113,Nephron,nephron,UBERON:0001285,PT,renal cortex tubule,UBERON:0006853,kidney collecting duct epithelium,UBERON:0014388,,,,,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,kidney proximal straight tubule epithelial cell,CL:1000839,Plasma bicarbonate,,,Net acid excretion,,,Blood pH,,,,,,Resp,,,GI buffering,,,,,,Resp,,,GI buffering,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,
urinary system,renal system process,GO:0003014,Response to stimuli,response to stimulus,GO:0050896,Autonomic,,,Bladder filling reflex,micturition,GO:0060073,,,,,,,,,,,,,Storage phase,"Sympathetic inhibition of detrusor, contraction of internal sphincter",Sympathetic – inhibits – detrusor,Sympathetic ↑ → detrusor activity ↓ → contraction of internal sphincter contraction ↑,Sympathetic ↓ → detrusor activity ↑ → contraction of internal sphincter contraction ↓,seconds,Bladder,urinary bladder,UBERON:0001255,Detrusor,urinary bladder detrusor smooth muscle,UBERON_0000381,Internal sphincter,,,,,,,,,,,,,,,Bladder capacity,,,Post-void residual,,,,,,,,,CV,,,CNS,,,,,,CV,,,CNS,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,
urinary system,renal system process,GO:0003014,Response to stimuli,response to stimulus,GO:0050896,Autonomic,,,Bladder filling reflex,micturition,GO:0060073,,,,,,,,,,,,,Storage phase,,Sympathetic – contracts – contraction of internal sphincter,Sympathetic ↑ → detrusor activity ↓ → contraction of internal sphincter contraction ↑,Sympathetic ↓ → detrusor activity ↑ → contraction of internal sphincter contraction ↓,seconds,Bladder,urinary bladder,UBERON:0001255,Detrusor,urinary bladder detrusor smooth muscle,UBERON_0000381,Internal sphincter,,,,,,,,,,,,,,,Bladder capacity,,,Post-void residual,,,,,,,,,CV,,,CNS,,,,,,CV,,,CNS,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,
urinary system,renal system process,GO:0003014,Response to stimuli,response to stimulus,GO:0050896,Autonomic,,,Micturition reflex,micturition,GO:0060073,,,,,,,,,,,,,Coordinated voiding,"Parasympathetic → detrusor contraction, sphincter relaxation","Parasympathetic – leads to – detrusor contraction, sphincter relaxation","Parasympathetic ↑ → detrusor contraction, sphincter relaxation ↑","Parasympathetic ↓ → detrusor contraction, sphincter relaxation ↓",seconds,Bladder,urinary bladder,UBERON:0001255,Detrusor,urinary bladder detrusor smooth muscle,UBERON_0000381,External sphincter,,,,,,,,,,,,,,,Uroflowmetry,,,Residual volume,,,,,,,,,CNS,,,ANS,,,,,,CNS,,,ANS,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,
urinary system,renal system process,GO:0003014,Response to stimuli,response to stimulus,GO:0050896,Bladder outlet,,,Internal sphincter control,micturition,GO:0060073,,,,,,,,,,,,,Outlet resistance,Sympathetic α₁ contracts outlet during filling,Sympathetic α₁ – leads to – outlet contracting during filling,Sympathetic α₁ ↑ → outlet contraction ↑ during filling,Sympathetic α₁ ↓ → outlet contraction ↓ during filling,seconds,Bladder,urinary bladder,UBERON:0001255,Neck,neck of urinary bladder,UBERON_0001258,Internal sphincter,,,,,,,,,,,,,,,Urethral pressure,,,Urine flow,,,,,,,,,CV,,,ANS,,,,,,CV,,,ANS,,,,,,,,,,,,,"Mulroney & Myers, Netter’s Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,
